bathrooms,bedrooms,city,country,currency,daysOnZillow,homeStatus,homeStatusForHDP,homeType,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isRentalWithBasePrice,isUnmappable,isZillowOwned,latitude,livingArea,longitude,lotAreaUnit,lotAreaValue,price,priceForHDP,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,unit,zestimate,zipcode,zpid,datePriceChanged,priceChange,priceReduction,neighboorhood,openHouse,listing_sub_type.is_openHouse,open_house_info.open_house_showing,videoCount
1.0,3.0,Boston,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.34948,,-71.16355,,,2850.0,2850.0,,False,MA,541 Washington St #4,,# 4,,02111,2062169304.0,,,,"Brighton, MA",,,,
1.0,4.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.346523,,-71.16108,,,3500.0,3500.0,,False,MA,27 Willoughby St #2D,,# 2D,,02135,2062195907.0,,,,"Brighton, MA",,,,
1.0,1.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.33954,,-71.15035,,,2150.0,2150.0,,False,MA,66 Chiswick Rd #29B,,# 29B,,02135,2062196013.0,,,,"Brighton, MA",,,,
2.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.355892,,-71.168205,,,3150.0,3150.0,,False,MA,130 Newton St APT 4,,Apt 4,,02135,2062281472.0,,,,"Brighton, MA",,,,
1.0,2.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.340366,,-71.14762,,,3295.0,3295.0,,False,MA,129 Sutherland Rd #2A,,# 2A,,02135,2062322821.0,,,,"Brighton, MA",,,,
4.0,4.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.35661,,-71.16465,,,4800.0,4800.0,,False,MA,55 Gerrish St #4,,# 4,,02135,2062396365.0,,,,"Brighton, MA",,,,
2.0,4.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.347294,,-71.14878,,,4050.0,4050.0,,False,MA,225 Washington St,,,,02135,2062396370.0,,,,"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.349148,1200.0,-71.17063,,,3000.0,3000.0,,False,MA,85 Brayton Rd APT 1A,,Apt 1A,,02135,2062534438.0,,,,"Brighton, MA",,,,
4.0,5.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,False,True,False,False,False,False,False,42.340252,1600.0,-71.14799,,,5600.0,5600.0,,False,MA,129A Sutherland Rd,,,,02135,2062676542.0,,,,"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.339752,1000.0,-71.151245,,,3250.0,3250.0,,False,MA,1820 Commonwealth Ave #20A,,# 20A,,02135,2062706408.0,,,,"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.35677,,-71.16107,,,2750.0,2750.0,,False,MA,34 Ranelegh Rd,,,,02135,2063171047.0,,,,"Brighton, MA",,,,
2.0,4.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.344547,,-71.14757,,,4200.0,4200.0,,False,MA,68 Monastery Rd,,,,02135,2063406207.0,1660546800000.0,400.0,,"Brighton, MA",,,,
2.0,4.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.35136,1800.0,-71.16316,,,3800.0,3800.0,,False,MA,64 Fairbanks St #2,,# 2,,02135,2065498949.0,,,,"Brighton, MA",,,,
2.0,7.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.340996,1900.0,-71.15117,,,6895.0,6895.0,2991.0,False,MA,1781 Commonwealth Ave FLOOR 2,,Floor 2,,02135,2078890105.0,,,,"Brighton, MA",,,,
2.5,5.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.353836,1900.0,-71.16152,,,4200.0,4200.0,3699.0,False,MA,44 Newcastle Rd #2,,# 2,,02135,2080391895.0,1654066800000.0,-300.0,,"Brighton, MA",,,,
1.5,4.0,Boston,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.34397,100.0,-71.150215,,,5175.0,5175.0,3140.0,False,MA,15-17 Nottinghill Rd #2A,,# 2A,,02135,2084434897.0,1662102000000.0,-25.0,$25 (Sep 2),"Brighton, MA",,,,
1.0,4.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.347607,9999.0,-71.16706,,,3300.0,3300.0,2999.0,False,MA,59 S Crescent Circuit,,,,02135,2085826241.0,,,,"Brighton, MA",,,,
2.0,4.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.350853,,-71.15572,,,3800.0,3800.0,3445.0,False,MA,61 Surrey St,,,,02135,2087015396.0,,,,"Brighton, MA",,,,
2.5,4.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,TOWNHOUSE,False,True,False,False,False,False,False,42.36092,,-71.14242,,,3750.0,3750.0,3200.0,False,MA,48 Waverly St #2,,# 2,1202100.0,02135,2089725585.0,1661324400000.0,-350.0,$350 (Aug 24),"Brighton, MA",,,,
2.0,4.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.346252,9999.0,-71.16397,,,4000.0,4000.0,3637.0,False,MA,38 Kenrick St,,,,02135,2090392094.0,,,,"Brighton, MA",,,,
3.5,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.350044,9999.0,-71.15127,,,3400.0,3400.0,3755.0,False,MA,34 Bentley St #2A,,# 2A,,02135,2090897131.0,,,,"Brighton, MA",,,,
2.5,4.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.348347,9999.0,-71.17038,,,4000.0,4000.0,3469.0,False,MA,7 Glenley Ter,,,,02135,2091475531.0,1647072000000.0,200.0,,"Brighton, MA",,,,
2.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.35304,,-71.16995,,,2950.0,2950.0,2849.0,False,MA,40 Atkins St #1,,# 1,,02135,2092541950.0,,,,"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.34343,,-71.14687,,,3000.0,3000.0,2799.0,False,MA,40 Colborne Rd,,,,02135,2092612705.0,,,,"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.35374,1500.0,-71.16637,,,3000.0,3000.0,2699.0,False,MA,25 Perthshire Rd #2,,# 2,,02135,2093676282.0,,,,"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.35465,,-71.15811,,,2800.0,2800.0,2593.0,False,MA,13 Falkland St,,,,02135,2093958755.0,,,,"Brighton, MA",,,,
2.0,4.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.35427,1500.0,-71.16218,,,3700.0,3700.0,3310.0,False,MA,52 Hobson St,,,,02135,2094809972.0,,,,"Brighton, MA",,,,
1.0,2.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.352207,,-71.16012,,,2400.0,2400.0,2197.0,False,MA,101 Oakland St #1,,# 1,,02135,2095255428.0,,,,"Brighton, MA",,,,
1.0,3.0,Boston,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.35906,2000.0,-71.13997,,,3750.0,3750.0,3780.0,False,MA,35 Antwerp St #2,,# 2,,02135,2097419644.0,,,,"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.34872,1300.0,-71.16173,,,2850.0,2850.0,2699.0,False,MA,494 Washington St #2,,# 2,,02135,2098389319.0,1645603200000.0,50.0,,"Brighton, MA",,,,
1.5,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.342213,,-71.150795,,,3300.0,3300.0,4484.0,False,MA,57 Leamington Rd,,,,02135,2098436666.0,,,,"Brighton, MA",,,,
1.0,4.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.356457,9999.0,-71.15676,,,3200.0,3200.0,2959.0,False,MA,207 Parsons St,,,,02135,2098543524.0,,,,"Brighton, MA",,,,
1.0,3.0,Boston,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.344177,1200.0,-71.14485,,,3300.0,3300.0,2549.0,False,MA,25 Claymoss Rd #2,,# 2,,02135,2098788506.0,,,,"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.35301,9999.0,-71.14694,,,2850.0,2850.0,2654.0,False,MA,31 Montcalm Ave,,,,02135,2099244326.0,,,,"Brighton, MA",,,,
1.0,4.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.345417,1200.0,-71.15047,,,3300.0,3300.0,2884.0,False,MA,66 Union St APT 1,,Apt 1,,02135,2101016497.0,,,,"Brighton, MA",,,,
2.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.34156,,-71.14195,,,4700.0,4700.0,2100.0,False,MA,12 Mount Hood Rd #2,,# 2,,02135,2101521963.0,,,,"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.34073,1500.0,-71.15778,,,2700.0,2700.0,2513.0,False,MA,30 Radnor Rd #1,,# 1,,02135,2101890125.0,,,,"Brighton, MA",,,,
2.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.345097,9999.0,-71.15863,,,2950.0,2950.0,3200.0,False,MA,18 Anselm Ter,,,,02135,2101902046.0,,,,"Brighton, MA",,,,
2.0,4.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.35199,,-71.14912,,,4200.0,4200.0,3569.0,False,MA,44 Mapleton St #1,,# 1,,02135,2101925825.0,,,,"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.347546,1100.0,-71.16686,,,2700.0,2700.0,2570.0,False,MA,61 S Crescent Circuit,,,,02135,2102303390.0,,,,"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.349827,1200.0,-71.1724,,,2500.0,2500.0,2499.0,False,MA,114 Nonantum St,,,,02135,2102400791.0,,,,"Brighton, MA",,,,
3.0,5.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.35148,9999.0,-71.15375,,,4500.0,4500.0,4146.0,False,MA,27 Bennett St,,,,02135,2102797715.0,,,,"Brighton, MA",,,,
1.0,1.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.34027,,-71.16079,,,2195.0,2195.0,1414.0,False,MA,2043 Commonwealth Ave,,,,02135,2103224183.0,1660287600000.0,120.0,,"Brighton, MA",,,,
7.5,6.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.351856,3000.0,-71.14981,,,6500.0,6500.0,2184.0,False,MA,31 Mapleton St,,,,02135,2103895420.0,1648969200000.0,3500.0,,"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.351704,9999.0,-71.159515,,,2850.0,2850.0,2570.0,False,MA,122 Bennett St #1,,# 1,,02135,2105123403.0,,,,"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.351494,2200.0,-71.165436,,,2975.0,2975.0,3999.0,False,MA,40 Brackett St #2,,# 2,,02135,2105222046.0,,,,"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.351803,1000.0,-71.16497,,,2400.0,2400.0,2469.0,False,MA,53 Brackett St #2,,# 2,,02135,2105280396.0,1646294400000.0,100.0,,"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.35358,,-71.148705,,,3450.0,3450.0,2499.0,False,MA,41 Gardena St #2,,# 2,,02135,2105709706.0,,,,"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.344105,,-71.14473,,,2950.0,2950.0,2777.0,False,MA,23 Claymoss Rd #1,,# 1,,02135,2105974012.0,,,,"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.353085,9999.0,-71.1675,,,2900.0,2900.0,2499.0,False,MA,33 Bigelow St #2,,# 2,,02135,2106113872.0,,,,"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.35883,1760.0,-71.14006,,,2800.0,2800.0,3921.0,False,MA,27 Antwerp St,,,,02135,2108983978.0,,,,"Brighton, MA",,,,
2.5,4.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,TOWNHOUSE,True,True,False,False,False,False,False,42.35244,1500.0,-71.16909,,,3600.0,3600.0,3675.0,False,MA,40 Champney St APT 2,,Apt 2,818800.0,02135,2111346261.0,,,,"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.35217,9999.0,-71.16917,,,2950.0,2950.0,2699.0,False,MA,7 Hunnewell Ave,,,,02135,2111717296.0,,,,"Brighton, MA",,,,
2.0,5.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.35175,9999.0,-71.15356,,,4400.0,4400.0,3999.0,False,MA,75 Leicester St #2,,# 2,,02135,2111864139.0,,,,"Brighton, MA",,,,
2.0,5.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.35622,,-71.15894,,,4200.0,4200.0,4074.0,False,MA,19 Falkland St,,,,02135,2112092729.0,,,,"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.349487,1200.0,-71.16354,,,2850.0,2850.0,2499.0,False,MA,541 Washington St #3,,# 3,,02135,2112951825.0,1659510000000.0,150.0,,"Brighton, MA",,,,
2.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.353485,9999.0,-71.1696,,,3000.0,3000.0,2849.0,False,MA,58 Atkins St #1,,# 1,,02135,2112951911.0,,,,"Brighton, MA",,,,
2.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.352924,,-71.16822,,,3600.0,3600.0,3258.0,False,MA,24 Justin Rd,,,,02135,2113997942.0,,,,"Brighton, MA",,,,
1.0,3.0,Boston,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.34637,999.0,-71.16116,,,3200.0,3200.0,2699.0,False,MA,31 Willoughby St #1,,# 1,,02135,2118775095.0,,,,"Brighton, MA",,,,
2.0,4.0,Boston,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.35158,1800.0,-71.16267,,,3800.0,3800.0,3369.0,False,MA,65 Fairbanks St #2,,# 2,,02135,2118850251.0,,,,"Brighton, MA",,,,
3.0,6.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.34536,2000.0,-71.141205,,,4850.0,4850.0,3699.0,False,MA,1524 Commonwealth Ave #1,,# 1,,02135,2118969590.0,1660028400000.0,-250.0,$250 (Aug 9),"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.34944,1200.0,-71.16345,,,2850.0,2850.0,2300.0,False,MA,539 Washington St #3,,# 3,,02135,2125916417.0,,,,"Brighton, MA",,,,
3.0,5.0,Boston,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.35573,9999.0,-71.15856,,,4250.0,4250.0,3999.0,False,MA,45 Falkland St #2,,# 2,,02135,2126183750.0,,,,"Brighton, MA",,,,
2.0,5.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.34032,1600.0,-71.14993,,,4100.0,4100.0,2999.0,False,MA,11 Kinross Rd #1,,# 1,,02135,2127387686.0,,,,"Brighton, MA",,,,
2.0,4.0,Boston,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.33683,9999.0,-71.150604,acres,2295.684113865932,3700.0,3700.0,3599.0,False,MA,12 Sutherland Rd #2,,# 2,,02135,2127465144.0,,,,"Brighton, MA",,,,
2.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.350933,9999.0,-71.14881,acres,0.3599862258953168,3400.0,3400.0,9259.0,False,MA,11 Sparhawk St,3361900.0,,,02135,333580698.0,1653721200000.0,-1300.0,,"Brighton, MA",,,,
2.0,4.0,Boston,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.34381,3690.0,-71.14483,sqft,5662.0,3800.0,3800.0,5290.0,False,MA,20 Claymoss Rd,1864700.0,,,02135,59092373.0,,,,"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.35353,9999.0,-71.15388,acres,0.3399908172635445,2850.0,2850.0,2900.0,False,MA,91 Parsons St,1002200.0,,,02135,59092389.0,,,,"Brighton, MA",,,,
2.0,4.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.341064,1295.0,-71.145134,sqft,1306.0,4400.0,4400.0,2799.0,False,MA,52 Cummings Rd APT 1,489600.0,Apt 1,591000.0,02135,59092688.0,,,,"Brighton, MA",,,,
5.5,6.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.340225,1400.0,-71.14318,sqft,10018.0,7000.0,7000.0,2669.0,False,MA,6 Cummings Rd,1489300.0,,,02135,59092701.0,1644393600000.0,400.0,,"Brighton, MA",,,,
1.0,2.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.353497,2412.0,-71.15612,sqft,7840.0,2700.0,2700.0,2738.0,False,MA,37 Harriet St,906000.0,,,02135,59093049.0,1658473200000.0,100.0,,"Brighton, MA",,,,
3.5,4.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.356014,9999.0,-71.1648,sqft,3920.0,5000.0,5000.0,3502.0,False,MA,164 Bigelow St,1349700.0,,,02135,59094792.0,,,,"Brighton, MA",,,,
2.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.33668,1600.0,-71.15007,sqft,871.0,3600.0,3600.0,2300.0,False,MA,46 Orkney Rd APT 1,424500.0,Apt 1,604200.0,02135,59095017.0,,,,"Brighton, MA",,,,
2.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.341614,1712.0,-71.15016,sqft,2613.0,2900.0,2900.0,1849.0,False,MA,1757 Commonwealth Ave,1044100.0,,,02135,59095296.0,,,,"Brighton, MA",,,,
2.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.34748,1286.0,-71.15677,sqft,2178.0,3500.0,3500.0,3013.0,False,MA,32 Eastburn St,654700.0,,,02135,59095422.0,,,,"Brighton, MA",,,,
2.0,5.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.34626,9999.0,-71.159836,sqft,5662.0,5000.0,5000.0,3858.0,False,MA,39 Trapelo St,884000.0,,,02135,59096408.0,,,,"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,False,True,False,False,False,False,False,42.34608,1200.0,-71.161674,sqft,6969.0,3500.0,3500.0,2300.0,False,MA,75 Glenmont Rd,625000.0,,731800.0,02135,59096415.0,,,,"Brighton, MA",,,,
2.0,4.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.346638,3139.0,-71.16163,sqft,5227.0,3650.0,3650.0,3399.0,False,MA,195 Lake St,1069200.0,,,02135,59096423.0,,,,"Brighton, MA",,,,
2.0,5.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.353317,9999.0,-71.17099,sqft,6098.0,4400.0,4400.0,3800.0,False,MA,20 Matchett St,977200.0,,,02135,59096677.0,,,,"Brighton, MA",,,,
2.0,4.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.346626,9999.0,-71.152794,sqft,2613.0,3700.0,3700.0,2952.0,False,MA,10 Eulita Ter,907800.0,,,02135,59097782.0,,,,"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.348354,1500.0,-71.152664,sqft,9147.0,3000.0,3000.0,2129.0,False,MA,20 Academy Hill Rd,979400.0,,,02135,59097806.0,,,,"Brighton, MA",,,,
2.5,4.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.357544,9999.0,-71.149635,sqft,1306.0,3400.0,3400.0,3469.0,False,MA,15 Vineland St,613400.0,,874100.0,02135,71504926.0,,,,"Brighton, MA",,,,
1.0,0.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,,100.0,,,,2795.0,2795.0,,False,MA,(undisclosed Address),,,,02135,2061854206.0,,,,"Brighton, MA",,,,
1.0,4.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,,100.0,,,,3000.0,3000.0,,False,MA,(undisclosed Address),,,,02135,2061934488.0,,,,"Brighton, MA",,,,
2.0,4.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,,1700.0,,,,3500.0,3500.0,,False,MA,(undisclosed Address),,,,02135,2065555325.0,,,,"Brighton, MA",,,,
1.0,1.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,,790.0,,,,2950.0,2950.0,,False,MA,(undisclosed Address),,,,02135,2067192925.0,1653030000000.0,100.0,,"Brighton, MA",,,,
2.0,2.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,,975.0,,,,3650.0,3650.0,,False,MA,(undisclosed Address),,,,02135,2067192926.0,1653030000000.0,100.0,,"Brighton, MA",,,,
1.0,1.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,,790.0,,,,3100.0,3100.0,,False,MA,(undisclosed Address),,,,02135,2067192928.0,1653030000000.0,100.0,,"Brighton, MA",,,,
2.0,2.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,,975.0,,,,3550.0,3550.0,,False,MA,(undisclosed Address),,,,02135,2067192929.0,1653030000000.0,100.0,,"Brighton, MA",,,,
1.0,1.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,,810.0,,,,3000.0,3000.0,,False,MA,(undisclosed Address),,,,02135,2067192930.0,1653030000000.0,100.0,,"Brighton, MA",,,,
2.0,2.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,,930.0,,,,3550.0,3550.0,,False,MA,(undisclosed Address),,,,02135,2067192932.0,1653030000000.0,100.0,,"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,,1300.0,,,,2900.0,2900.0,2570.0,False,MA,(undisclosed Address),,,,02135,2102417664.0,,,,"Brighton, MA",,,,
2.0,2.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.358154,910.0,-71.15464,,,4395.0,4395.0,,False,MA,500 Leo M Birmingham Pkwy #408,,# 408,,02135,2061738210.0,,,,"Brighton, MA",,,,
1.5,4.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.346657,1200.0,-71.16787,,,3500.0,3500.0,,False,MA,125 Kenrick St #2,,# 2,,02135,2061804709.0,1661238000000.0,1000.0,,"Brighton, MA",,,,
1.0,2.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.340626,100.0,-71.14758,,,2500.0,2500.0,,False,MA,134 Sutherland Rd #U3,,# U3,,02135,2061834521.0,,,,"Brighton, MA",,,,
1.0,3.0,Brighton,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.34883,,-71.16297,,,2700.0,2700.0,,False,MA,520 Washington St #4,,# 4,,02135,2061885614.0,,,,"Brighton, MA",,,,
