bathrooms,bedrooms,city,country,currency,daysOnZillow,homeStatus,homeStatusForHDP,homeType,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isRentalWithBasePrice,isUnmappable,isZillowOwned,latitude,livingArea,longitude,lotAreaUnit,lotAreaValue,price,priceForHDP,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,unit,zestimate,zipcode,zpid,datePriceChanged,priceChange,priceReduction,neighboorhood,openHouse,listing_sub_type.is_openHouse,open_house_info.open_house_showing,videoCount
1.0,1.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.28427,838.0,-71.143295,sqft,5663.0,1950.0,1950.0,2026.0,False,MA,72 Montvale St #1,320800.0,# 1,409200.0,02131,71495285.0,,,,"Roslindale, MA",,,,
1.0,2.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.28189,918.0,-71.12778,,,2300.0,2300.0,2211.0,False,MA,8 Augustus Ave #1,,# 1,,02131,2072081067.0,,,,"Roslindale, MA",,,,
1.0,3.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,False,True,False,False,False,False,False,42.28486,,-71.11523,,,3200.0,3200.0,,False,MA,44 Charme Ave,,,,02131,2061674620.0,,,,"Roslindale, MA",,,,
1.0,2.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.289875,1000.0,-71.13286,,,2500.0,2500.0,2129.0,False,MA,39 Walter St FLOOR 1,,Floor 1,,02131,2077784147.0,,,,"Roslindale, MA",,,,
1.0,1.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,,100.0,,,,2225.0,2225.0,,False,MA,(undisclosed Address),,,,02131,2061715121.0,,,,"Roslindale, MA",,,,
2.0,2.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.286247,1058.0,-71.14486,,,3140.0,3140.0,,False,MA,317 Belgrade Ave APT 404,,Apt 404,,02131,2061929249.0,,,,"Roslindale, MA",,,,
1.5,3.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.28883,1100.0,-71.12223,,,2795.0,2795.0,2699.0,False,MA,41 Stellman Rd #2,,# 2,,02131,2089625047.0,,,,"Roslindale, MA",,,,
1.0,1.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.29235,700.0,-71.122475,,,2100.0,2100.0,1800.0,False,MA,6 Lesher St APT 2R,,Apt 2R,,02131,2099589762.0,,,,"Roslindale, MA",,,,
1.0,2.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.28914,934.0,-71.12381,,,2400.0,2400.0,2165.0,False,MA,19 Stellman Rd #3,372100.0,# 3,499100.0,02131,247150599.0,1661151600000.0,-100.0,$100 (Aug 22),"Roslindale, MA",,,,
2.0,2.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.28589,,-71.1445,,,2950.0,2950.0,,False,MA,316 Belgrade Ave #207,,# 207,,02131,2061843064.0,,,,"Roslindale, MA",,,,
1.0,1.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.28315,800.0,-71.13586,,,2000.0,2000.0,,False,MA,10 Havey St #1,,# 1,,02131,2069703310.0,,,,"Roslindale, MA",,,,
1.0,2.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.28985,1200.0,-71.14004,sqft,4791.0,2000.0,2000.0,2129.0,False,MA,67 Bradfield Ave,808700.0,,,02131,59142819.0,,,,"Roslindale, MA",,,,
1.5,3.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,,1100.0,,,,2795.0,2795.0,,False,MA,(undisclosed Address),,,,02131,2062322114.0,,,,"Roslindale, MA",,,,
2.0,3.0,Boston,USA,USD,-1.0,FOR_RENT,FOR_RENT,TOWNHOUSE,False,True,False,False,False,False,False,42.28782,1585.0,-71.127686,sqft,1742.0,3600.0,3600.0,3300.0,False,MA,27 Tafthill Ter UNIT 6,,Unit 6,712300.0,02131,2102588223.0,,,,"Roslindale, MA",,,,
1.0,2.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.277897,1020.0,-71.12809,,,2550.0,2550.0,2400.0,False,MA,189 Metropolitan Ave APT 1,,Apt 1,,02131,2082885558.0,,,,"Roslindale, MA",,,,
1.0,3.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.285587,1300.0,-71.142,,,2500.0,2500.0,,False,MA,11 Ardent St APT 2,,Apt 2,,02131,2062553006.0,,,,"Roslindale, MA",,,,
2.0,3.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,False,True,False,False,False,False,False,42.28561,1700.0,-71.13231,sqft,4791.0,3800.0,3800.0,2728.0,False,MA,40 Amherst St,462500.0,,679500.0,02131,59143255.0,,,,"Roslindale, MA",,,,
2.0,3.0,Boston,USA,USD,-1.0,FOR_RENT,FOR_RENT,TOWNHOUSE,True,True,False,False,False,False,False,42.28098,9999.0,-71.13333,,,3400.0,3400.0,2999.0,False,MA,47 Metropolitan Ave #2,,# 2,830100.0,02131,2083399458.0,,,,"Roslindale, MA",,,,
3.5,4.0,Boston,USA,USD,-1.0,FOR_RENT,FOR_RENT,TOWNHOUSE,False,True,False,False,False,False,False,42.285625,2400.0,-71.14726,sqft,2178.0,3800.0,3800.0,3750.0,False,MA,31 Anawan Ave,570700.0,,785100.0,02132,59162142.0,,,,"Roslindale, MA",,,,
1.0,2.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.289955,1614.0,-71.13874,sqft,1742.0,2800.0,2800.0,2300.0,False,MA,63 Congreve St #1,417200.0,# 1,564200.0,02131,71495355.0,,,,"Roslindale, MA",,,,
2.0,2.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.28425,1300.0,-71.142204,sqft,6534.0,2700.0,2700.0,2699.0,False,MA,64 Colberg Ave,674900.0,,,02131,59143386.0,,,,"Roslindale, MA",,,,
1.0,2.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.270515,1764.0,-71.12987,,,2400.0,2400.0,2440.0,False,MA,55 Grew Hill Rd #2,,# 2,,02131,2108918960.0,,,,"Roslindale, MA",,,,
1.5,4.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.278934,2800.0,-71.12838,,,4600.0,4600.0,,False,MA,162 Metropolitan Ave #162,,# 162,,02131,2061920738.0,,,,"Roslindale, MA",,,,
1.5,3.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,False,True,False,False,False,False,False,42.285767,1326.0,-71.11657,sqft,3920.0,3200.0,3200.0,2799.0,False,MA,21 Sammett Ave,433700.0,,584000.0,02131,59141393.0,,,,"Roslindale, MA",,,,
2.0,2.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.28623,1000.0,-71.14485,sqft,9583.0,2950.0,2950.0,1732.0,False,MA,317 Belgrade Ave,953132.0,,,02131,318224146.0,,,,"Roslindale, MA",,,,
2.0,3.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.29138,1350.0,-71.12337,,,3300.0,3300.0,,False,MA,4045 Washington St #2A,,# 2A,,02131,2062100419.0,,,,"Roslindale, MA",,,,
1.0,2.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.284412,1100.0,-71.13438,,,2550.0,2550.0,2100.0,False,MA,95 Roslindale Ave #1,,# 1,,02131,2102969342.0,,,,"Roslindale, MA",,,,
2.0,5.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.289078,2600.0,-71.1404,,,5000.0,5000.0,3625.0,False,MA,39 Ainsworth St FLOOR 2,,Floor 2,,02131,2079704334.0,1660546800000.0,-100.0,$100 (Aug 15),"Roslindale, MA",,,,
1.0,3.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.285873,1275.0,-71.14339,,,2900.0,2900.0,2314.0,False,MA,292 Belgrade Ave #3,,# 3,,02131,2095805238.0,1658041200000.0,700.0,,"Roslindale, MA",,,,
1.0,3.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,,1275.0,,,,2900.0,2900.0,2300.0,False,MA,(undisclosed Address),,,,02131,2102925253.0,1657782000000.0,900.0,,"Roslindale, MA",,,,
2.0,3.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.28056,1200.0,-71.1258,,,2800.0,2800.0,2849.0,False,MA,5 Delano Park FLOOR 2,,Floor 2,,02131,2072643143.0,,,,"Roslindale, MA",,,,
1.0,2.0,Boston,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.28759,1000.0,-71.13761,,,3400.0,3400.0,2199.0,False,MA,954 South St #1,,# 1,,02131,2097541740.0,1659164400000.0,-200.0,$200 (Jul 30),"Roslindale, MA",,,,
1.0,3.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.283558,1371.0,-71.12068,,,2900.0,2900.0,,False,MA,35 Rowe St #2,,# 2,,02131,2063173633.0,1659682800000.0,-50.0,$50 (Aug 5),"Roslindale, MA",,,,
1.5,2.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,,987.0,,sqft,871.0,2800.0,2800.0,2734.0,False,MA,(undisclosed Address),,,668700.0,02130,103864813.0,,,,"Jamaica Plain, MA",,,,
1.0,2.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,,,,,,3850.0,3850.0,,False,MA,(undisclosed Address),,,,02130,2061673394.0,,,,"Jamaica Plain, MA",,,,
1.0,1.0,Roxbury,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.322887,670.0,-71.09881,,,2450.0,2450.0,,False,MA,225 Centre St #D9A33252C,,# d9a33252c,,02119,2066754091.0,1657004400000.0,450.0,,"Jamaica Plain, MA",,,,
2.0,3.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,,1392.0,,,,5350.0,5350.0,,False,MA,(undisclosed Address),,,,02130,2061675983.0,,,,"Jamaica Plain, MA",,,,
1.0,1.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.309647,800.0,-71.112175,acres,0.4099862258953168,2200.0,2200.0,1782.0,False,MA,36 Greenough Ave,2155600.0,,,02130,59133852.0,,,,"Jamaica Plain, MA",,,,
1.0,1.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,,696.0,,,,3018.0,3018.0,2565.0,False,MA,3686 Washington St #1301,,# 1301,,02130,2073668226.0,1662361200000.0,8.0,,"Jamaica Plain, MA",,,,
1.0,2.0,Boston,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.315483,900.0,-71.103905,,,3000.0,3000.0,2414.0,False,MA,254 Amory St #1,,# 1,,02130,2084602037.0,,,,"Jamaica Plain, MA",,,,
1.0,2.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.308323,3976.0,-71.10223,acres,0.35,3850.0,3850.0,4083.0,False,MA,106 Forest Hills St,1256500.0,,1423600.0,02130,59134321.0,,,,"Jamaica Plain, MA",,,,
1.0,1.0,Roxbury,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.31756,,-71.09692,,,1600.0,1600.0,,False,MA,3001 Washington St UNIT B,,Unit B,,02119,2075815287.0,,,,"Jamaica Plain, MA",,,,
1.5,3.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.319286,1800.0,-71.108055,,,4800.0,4800.0,3225.0,False,MA,69 Paul Gore St #2,709100.0,# 2,898000.0,02130,239892943.0,,,,"Jamaica Plain, MA",,,,
2.0,2.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.321396,1280.0,-71.10389,,,3200.0,3200.0,2469.0,False,MA,23 Armstrong St #2,,# 2,,02130,2088108038.0,,,,"Jamaica Plain, MA",,,,
1.0,5.0,Boston,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.311283,999.0,-71.101395,sqft,871.0,3400.0,3400.0,2499.0,False,MA,24 Forest Hills St #2,446700.0,# 2,564800.0,02130,103864931.0,,,,"Jamaica Plain, MA",,,,
1.0,1.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.316193,694.0,-71.10269,sqft,7000.0,2500.0,2500.0,2600.0,False,MA,156 Boylston St #3,409500.0,# 3,460300.0,02130,81860506.0,,,,"Jamaica Plain, MA",,,,
1.0,0.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.322613,1100.0,-71.1095,,,1725.0,1725.0,2799.0,False,MA,2 Mark St,,,,02130,2108057647.0,,,,"Jamaica Plain, MA",,,,
1.0,3.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.30349,,-71.114204,,,2900.0,2900.0,,False,MA,7 Spalding St #2,,# 2,,02130,2064248313.0,,,,"Jamaica Plain, MA",,,,
1.0,1.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.310535,1200.0,-71.115364,,,2400.0,2400.0,1999.0,False,MA,6 Thomas St,,,,02130,2102036040.0,,,,"Jamaica Plain, MA",,,,
1.0,1.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.31429,800.0,-71.112495,,,1900.0,1900.0,1874.0,False,MA,18 Saint John St APT 2,,Apt 2,,02130,2102121026.0,,,,"Jamaica Plain, MA",,,,
2.5,6.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,TOWNHOUSE,False,True,False,False,False,False,False,42.315197,2700.0,-71.10051,,,5700.0,5700.0,,False,MA,108 School St,,,,02130,2063029426.0,1660806000000.0,-300.0,$300 (Aug 18),"Jamaica Plain, MA",,,,
1.0,3.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.32106,1000.0,-71.10826,,,3000.0,3000.0,,False,MA,38 Termine Ave #2,,# 2,,02130,2061934764.0,1661497200000.0,100.0,,"Jamaica Plain, MA",,,,
1.0,2.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.31679,,-71.11465,,,3600.0,3600.0,,False,MA,20 Beaufort Rd #7,,# 7,,02130,2062657514.0,1660633200000.0,-400.0,$400 (Aug 16),"Jamaica Plain, MA",,,,
1.0,2.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.31658,1432.0,-71.11479,,,3800.0,3800.0,,False,MA,24 Beaufort Rd #2A,,# 2A,,02130,2063140819.0,1659423600000.0,200.0,,"Jamaica Plain, MA",,,,
1.0,2.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.30411,1255.0,-71.11724,,,3000.0,3000.0,2300.0,False,MA,67 Hampstead Rd #1,,# 1,,02130,2084912453.0,1662102000000.0,-100.0,$100 (Sep 2),"Jamaica Plain, MA",,,,
1.0,4.0,Boston,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.295044,1200.0,-71.11551,,,3650.0,3650.0,2999.0,False,MA,24 Walk Hill St #3,,# 3,,02130,2128678007.0,1661497200000.0,-100.0,$100 (Aug 26),"Jamaica Plain, MA",,,,
1.0,2.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.316563,1432.0,-71.11479,sqft,1306.0,3500.0,3500.0,2699.0,False,MA,24 Beaufort Rd APT 2,575400.0,Apt 2,781300.0,02130,59132897.0,1662102000000.0,-300.0,$300 (Sep 2),"Jamaica Plain, MA",,,,
2.5,3.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.289436,2250.0,-71.117546,sqft,7840.0,5750.0,5750.0,3440.0,False,MA,285 Wachusett St,592400.0,,,02130,59136331.0,1661324400000.0,750.0,,"Jamaica Plain, MA",,,,
1.0,2.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.30842,1400.0,-71.102554,,,5350.0,5350.0,,False,MA,104 Forest Hills St #203,,# 203,,02130,2061802537.0,,,,"Jamaica Plain, MA",,,,
2.0,2.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.308117,900.0,-71.10279,,,3950.0,3950.0,,False,MA,107 Forest Hills St #103,,# 103,,02130,2061802817.0,,,,"Jamaica Plain, MA",,,,
1.0,4.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.311474,9999.0,-71.101845,,,3400.0,3400.0,,False,MA,23 Forest Hills St FLOOR 2,,Floor 2,,02130,2061929722.0,1661238000000.0,-300.0,$300 (Aug 23),"Jamaica Plain, MA",,,,
1.0,1.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.305378,843.0,-71.109,,,2800.0,2800.0,2314.0,False,MA,3531 Washington St #219,,# 219,,02130,2078986797.0,1661238000000.0,-150.0,$150 (Aug 23),"Jamaica Plain, MA",,,,
1.0,3.0,Roslindale,USA,USD,-1.0,FOR_RENT,FOR_RENT,TOWNHOUSE,True,True,False,False,False,False,False,42.294678,1150.0,-71.1197,,,2500.0,2500.0,2513.0,False,MA,3923 Washington St #1,,# 1,450100.0,02131,2093757732.0,,,,"Jamaica Plain, MA",,,,
2.0,6.0,Roxbury,USA,USD,-1.0,FOR_RENT,FOR_RENT,TOWNHOUSE,True,True,False,False,False,False,False,42.33233,2200.0,-71.10976,sqft,3920.0,7699.0,7699.0,5433.0,False,MA,19 Parker Hill Ave,2031800.0,,2055600.0,02120,59187552.0,1657263600000.0,-51.0,$51 (Jul 8),"Jamaica Plain, MA",,,,
1.0,3.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,,1000.0,,,,3200.0,3200.0,,False,MA,(undisclosed Address),,,,02130,2062684146.0,1661842800000.0,200.0,,"Jamaica Plain, MA",,,,
1.0,3.0,Boston,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,,1000.0,,,,3200.0,3200.0,2600.0,False,MA,(undisclosed Address),,,,02130,2103005849.0,1661842800000.0,200.0,,"Jamaica Plain, MA",,,,
1.5,3.0,Boston,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.320415,1000.0,-71.10409,sqft,919.0,3250.0,3250.0,2900.0,False,MA,66 Mozart St APT 1,419500.0,Apt 1,,02130,120923122.0,,,,"Jamaica Plain, MA",,,,
1.0,1.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.3308,,-71.11189,,,2100.0,2100.0,,False,MA,51 S Huntington Ave #5,,# 5,,02130,2061884808.0,,,,"Jamaica Plain, MA",,,,
1.0,3.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.309753,1300.0,-71.102394,,,3000.0,3000.0,,False,MA,77 Forest Hills St #2,,# 2,,02130,2062004600.0,,,,"Jamaica Plain, MA",,,,
1.0,1.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.302322,550.0,-71.11445,,,1725.0,1725.0,,False,MA,2 Saint Mark St #1,,# 1,,02130,2063510262.0,,,,"Jamaica Plain, MA",,,,
1.0,1.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.32116,500.0,-71.107605,,,2250.0,2250.0,2395.0,False,MA,46 Sheridan St #B,,# B,,02130,2080706878.0,,,,"Jamaica Plain, MA",,,,
2.5,3.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.303684,1400.0,-71.10667,,,4000.0,4000.0,3528.0,False,MA,22 Plainfield St,,,,02130,2095288079.0,,,,"Jamaica Plain, MA",,,,
1.0,2.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.298286,1200.0,-71.11101,,,2650.0,2650.0,2250.0,False,MA,71 Tower St #2,,# 2,,02130,2101169830.0,,,,"Jamaica Plain, MA",,,,
1.0,4.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.309204,1400.0,-71.11728,,,3800.0,3800.0,2799.0,False,MA,811 Centre St APT 4,,Apt 4,,02130,2103100502.0,,,,"Jamaica Plain, MA",,,,
1.0,2.0,Roxbury,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.317837,800.0,-71.09664,sqft,9999.0,2050.0,2050.0,2250.0,False,MA,2989 Washington St APT 2,,Apt 2,,02119,2124666889.0,,,,"Jamaica Plain, MA",,,,
1.5,3.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.306026,1780.0,-71.11464,,,3400.0,3400.0,2270.0,False,MA,112-114 South St #3,,# 3,,02130,2073698132.0,,,,"Jamaica Plain, MA",,,,
1.0,2.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,,1000.0,,,,3000.0,3000.0,,False,MA,(undisclosed Address),,,,02130,2061742324.0,,,,"Jamaica Plain, MA",,,,
1.0,2.0,Boston,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,,1000.0,,,,2500.0,2500.0,,False,MA,(undisclosed Address),,,,02115,2066822215.0,,,,"Jamaica Plain, MA",,,,
1.0,1.0,Boston,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.311893,600.0,-71.11094,sqft,435.0,2150.0,2150.0,1950.0,False,MA,8 Alfred St #1,365600.0,# 1,412800.0,02130,63710372.0,,,,"Jamaica Plain, MA",,,,
2.0,2.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.308044,894.0,-71.10257,,,3950.0,3950.0,,False,MA,108 Forest Hills St #103,,# 103,,02130,2061747972.0,,,,"Jamaica Plain, MA",,,,
1.0,2.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.309547,900.0,-71.103,,,2150.0,2150.0,2199.0,False,MA,19-21 Woodside Ave,,,,02130,2072908576.0,,,,"Jamaica Plain, MA",,,,
1.0,2.0,Boston,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.32218,1277.0,-71.113914,,,3000.0,3000.0,2400.0,False,MA,23 Parkton Rd #1,,# 1,,02130,2090002085.0,,,,"Jamaica Plain, MA",,,,
2.0,4.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.324345,1400.0,-71.11011,,,3750.0,3750.0,3538.0,False,MA,23 Evergreen St #2A,,# 2A,,02130,2085354858.0,,,,"Jamaica Plain, MA",,,,
1.0,3.0,Roxbury,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.31468,999.0,-71.09872,,,3000.0,3000.0,,False,MA,15 Weld Ave FLOOR 2,,Floor 2,,02119,2061774212.0,,,,"Jamaica Plain, MA",,,,
2.0,2.0,Boston,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.304337,910.0,-71.1109,,,3200.0,3200.0,2836.0,False,MA,45 Burnett St APT 404,,Apt 404,,02130,2081739023.0,1661842800000.0,-300.0,$300 (Aug 30),"Jamaica Plain, MA",,,,
1.0,2.0,Boston,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.318256,1119.0,-71.11091,,,3750.0,3750.0,2813.0,False,MA,35 Roseway St #2,699600.0,# 2,842000.0,02130,333606881.0,,,,"Jamaica Plain, MA",,,,
1.0,3.0,Boston,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.30809,750.0,-71.11812,,,2675.0,2675.0,2394.0,False,MA,17 Ballard St #3,,# 3,,02130,2111434206.0,,,,"Jamaica Plain, MA",,,,
1.0,2.0,Boston,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,False,True,False,False,False,False,False,42.288357,800.0,-71.11592,,,2400.0,2400.0,1999.0,False,MA,60 Catherine St #2,,# 2,,02131,2112738173.0,1662102000000.0,100.0,,"Jamaica Plain, MA",,,,
2.0,4.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.299255,1963.0,-71.1118,,,3800.0,3800.0,,False,MA,38 Tower St FLOOR 2,,Floor 2,,02130,2061791587.0,,,,"Jamaica Plain, MA",,,,
2.0,3.0,Jamaica Plain,USA,USD,-1.0,FOR_RENT,FOR_RENT,APARTMENT,True,True,False,False,False,False,False,42.322273,1008.0,-71.10649,sqft,2219.0,3400.0,3400.0,2969.0,False,MA,6 Wyman St #2,495800.0,# 2,689400.0,02130,71488616.0,,,,"Jamaica Plain, MA",,,,
